Barcode,Physical Location,Title,Enumeration,Content Type,Filename,Date published,Notes
<dc:identifier>?,<dc:description>,<dc:title>,,<dc:type>,<dc:identifier>,<dc:date.issued>,
123456 (if we have),Cushing,Texas Aggie,v.1:no.1,Text,123456.pdf (DISC to fill in),"YYYY-MM-DD, 1921-05-15",remove before exporting for metadata use
,Cushing,Texas Aggie,v.100:no.4,Text,,2020:July/Aug.,3 copies
,Cushing,Texas Aggie,v.100:no.5,Text,,2020:Sept./Oct.,3 copies
,Cushing,Texas Aggie,v.100:no.6,Text,,2020:Nov./Dec.,3 copies
A14851506098,Evans,Texas Aggie,v.101:no.1-3,Text,,2021,"Bound copy, contains no. 1-3"
A14851516972,Evans,Texas Aggie,v.101:no.4-6,Text,,2021,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.101:no.1,Text,,2021:Jan./Feb.,3 copies
,Cushing,Texas Aggie,v.101:no.2,Text,,2021:Mar./Apr.,3 copies
,Cushing,Texas Aggie,v.101:no.3,Text,,2021:May/June,3 copies. 100 years of Texas Aggie
A14853040563,Cushing,Texas Aggie,v.101:no.4,Text,,2021:July/Aug.,"multiple lines when we had individual barcodes, only within the last few years."
A14853040552,Cushing,Texas Aggie,v.101:no.4,Text,,2021:July/Aug.,
,Cushing,Texas Aggie,v.101:no.4,Text,,2021:July/Aug.,no barcode
,Cushing,Texas Aggie,v.101:no.5,Text,,2021:Sept./Oct.,3 copies
,Cushing,Texas Aggie,v.101:no.6,Text,,2021:Nov./Dec.,3 copies
A14851788183,Evans,Texas Aggie,v.102:no.1-3,Text,,2022,"Bound copy, contains no. 1-3"
A14851810417,Evans,Texas Aggie,v.102:no.4-6,Text,,2022,"Bound copy, contains no. 4-6"
A1485298307E,Cushing,Texas Aggie,v.102:no.1,Text,,2022:Jan./Feb.,
A1485298303A,Cushing,Texas Aggie,v.102:no.1,Text,,2022:Jan./Feb.,
A1485298326F,Cushing,Texas Aggie,v.102:no.1,Text,,2023:Jan./Feb.,not in stacks
A1485298308F,Cushing,Texas Aggie,v.102:no.2,Text,,2022:Mar./Apr.,
A1485298304B,Cushing,Texas Aggie,v.102:no.2,Text,,2022:Mar./Apr.,
,Cushing,Texas Aggie,v.102:no.3,Text,,2022:May/June,need. AFS has copy?
A1485298309G,Cushing,Texas Aggie,v.102:no.4,Text,,2022:July/Aug.,
A1485298305C,Cushing,Texas Aggie,v.102:no.4,Text,,2022:July/Aug.,
A14852983108,Cushing,Texas Aggie,v.102:no.5,Text,,2022:Sept/Oct.,?? no barcode on stacks copy
A14852983119,Cushing,Texas Aggie,v.102:no.6,Text,,2022:Nov./Dec.,?? no barcode on stacks copy
A1485298306D,Cushing,Texas Aggie,v.102:no.6,Text,,2022:Nov./Dec.,
A14852072348,Evans,Texas Aggie,v.103:no.1-3,Text,,2023,"Bound copy, contains no. 1-3"
A14852072330,Evans,Texas Aggie,v.103:no.4-6,Text,,2023,"Bound copy, contains no. 4-6"
A1485298326F,Cushing,Texas Aggie,v.103:no.1,Text,,2023:Jan./Feb.,
A1485303996F,Cushing,Texas Aggie,v.103:no.2,Text,,2023:Mar./Apr.,
A1485303997G,Cushing,Texas Aggie,v.103:no.2,Text,,2023:Mar./Apr.,
A14853040484,Cushing,Texas Aggie,v.103:no.3,Text,,2023:May/June,
A14853040495,Cushing,Texas Aggie,v.103:no.3,Text,,2023:May/June,
A14853040664,Cushing,Texas Aggie,v.103:no.4,Text,,2023:July/Aug.,reshelving area in 207
A14853040675,Cushing,Texas Aggie,v.103:no.4,Text,,2023:July/Aug.,reshelving area in 207
A14853040877,Cushing,Texas Aggie,v.103:no.5,Text,,2023:Sept./Oct.,reshelving area in 207
A14853040888,Cushing,Texas Aggie,v.103:no.5,Text,,2023:Sept./Oct.,reshelving area in 207
A1485304099A,Cushing,Texas Aggie,v.103:no.6,Text,,2023:Nov./Dec.,reshelving area in 207
A14853040989,Cushing,Texas Aggie,v.103:no.6,Text,,2023:Nov./Dec.,reshelving area in 207
A14853041272,Cushing,Texas Aggie,v.104:no.1,Text,,2024:Jan./Feb.,reshelving area in 207
A14853041283,Cushing,Texas Aggie,v.104:no.1,Text,,2024:Jan./Feb.,reshelving area in 207
,Cushing,Texas Aggie,v.104:no.2,Text,,2024:Mar./Apr.,need. AFS has copy?
A14853041711,Cushing,Texas Aggie,v.104:no.3,Text,,2024:May/June,
A14853041722,Cushing,Texas Aggie,v.104:no.3,Text,,2024 May/June,
,Cushing,Texas Aggie,v.104:no.4,Text,,2024:July/Aug.,need. AFS has copy?
